GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
4807642,160,48,,,,,,Benjamin Perez CDP,34,10,,,34,
4825038,160,48,,,,,,Fabrica CDP,923,283,,,923,
4827972,160,48,,,,,,Gail CDP,231,101,,,231,
4822150,160,48,,,,,,East Lopez CDP,166,43,,,166,
4824894,160,48,,,,,,Evergreen CDP,73,20,,,73,
4841404,160,48,,,,,,Lantana CDP,6874,2244,,,6874,
4861454,160,48,,,,,,Regino Ramirez CDP,85,28,,,85,
4865777,160,48,,,,,,Santel CDP,44,16,,,44,
4865792,160,48,,,,,,San Ygnacio CDP,667,366,,,667,
4865876,160,48,,,,,,Sarita CDP,238,84,,,238,
4866000,160,48,,,,,,Savannah CDP,3318,1151,,,3318,
4871820,160,48,,,,,,Tanquecitos South Acres CDP,233,78,,,233,
4871824,160,48,,,,,,Tanquecitos South Acres II CDP,50,16,,,50,
4804176,160,48,,,,,,Arroyo Gardens CDP,456,161,,,456,
4813128,160,48,,,,,,Casa Blanca CDP,54,17,,,54,
4813150,160,48,,,,,,Casas CDP,39,15,,,39,
4813198,160,48,,,,,,Cashion Community city,348,138,,,348,
4816110,160,48,,,,,,Colorado Acres CDP,296,110,,,296,
4834105,160,48,,,,,,Hillside Acres CDP,30,15,,,30,
4837112,160,48,,,,,,Ivanhoe city,887,577,,,887,
4839940,160,48,,,,,,Kurten town,398,162,,,398,
4841420,160,48,,,,,,La Paloma Addition CDP,330,129,,,330,
4845564,160,48,,,,,,McDade CDP,685,297,,,685,
4845576,160,48,,,,,,Macdona CDP,559,226,,,559,
4848315,160,48,,,,,,Miguel Barrera CDP,128,44,,,128,
4850322,160,48,,,,,,Narciso Pena CDP,30,12,,,30,
4859420,160,48,,,,,,Preston CDP,2096,1555,,,2096,
4869072,160,48,,,,,,South La Paloma CDP,345,157,,,345,
4871966,160,48,,,,,,Taylor Landing city,228,98,,,228,
4877336,160,48,,,,,,West Alto Bonito CDP,696,181,,,696,
4805576,160,48,,,,,,Banquete CDP,726,266,,,726,
4814692,160,48,,,,,,Chilton CDP,911,303,,,911,
4872902,160,48,,,,,,Thunderbird Bay CDP,663,788,,,663,
4801420,160,48,,,,,,Aguilares CDP,21,31,,,21,
4801500,160,48,,,,,,Airport Heights CDP,161,40,,,161,
4803008,160,48,,,,,,Amaya CDP,93,27,,,93,
4805036,160,48,,,,,,Austwell city,147,126,192,134,147,192
4805072,160,48,,,,,,Avery town,482,254,462,241,482,462
4805084,160,48,,,,,,Avinger town,444,222,464,236,444,464
4808398,160,48,,,,,,Bishop Hills town,193,88,210,85,193,210
4808410,160,48,,,,,,Bixby CDP,504,167,356,126,504,356
4810087,160,48,,,,,,Brazos Bend city,305,132,,,305,
4810090,160,48,,,,,,Brazos Country city,469,179,,,469,
4810984,160,48,,,,,,Buchanan Dam CDP,1519,1214,1688,1294,1519,1688
4810990,160,48,,,,,,Buchanan Lake Village CDP,692,690,,,692,
4811020,160,48,,,,,,Buckholts town,515,224,387,166,515,387
4812010,160,48,,,,,,Camargito CDP,388,120,,,388,
4814882,160,48,,,,,,Chula Vista CDP,450,145,,,450,
4816252,160,48,,,,,,Como town,702,280,621,237,702,621
4816300,160,48,,,,,,Concepcion CDP,62,37,61,35,62,61
4817429,160,48,,,,,,Coyote Flats CDP,312,133,,,312,
4819570,160,48,,,,,,DeCordova city,2683,1465,,,2683,
4820540,160,48,,,,,,DISH town,201,71,,,201,
4821412,160,48,,,,,,Driftwood CDP,144,67,,,144,
4822708,160,48,,,,,,Edmonson town,111,48,123,43,111,123
4822744,160,48,,,,,,Edom city,375,138,322,141,375,322
4822768,160,48,,,,,,Edroy CDP,331,141,420,142,331,420
4824013,160,48,,,,,,El Quiote CDP,208,71,,,208,
4824015,160,48,,,,,,El Rancho Vela CDP,274,81,,,274,
4825392,160,48,,,,,,Falls City city,611,264,591,242,611,591
4825397,160,48,,,,,,Falman CDP,76,36,,,76,
4825404,160,48,,,,,,Fannett CDP,2252,838,,,2252,
4826680,160,48,,,,,,Fort Clark Springs CDP,1228,894,,,1228,
4829036,160,48,,,,,,Garrett town,806,261,448,158,806,448
4831640,160,48,,,,,,Guthrie CDP,160,78,,,160,
4831646,160,48,,,,,,Gutierrez CDP,79,24,,,79,
4831715,160,48,,,,,,Hackberry town,968,321,544,162,968,544
4832910,160,48,,,,,,H. Cuellar Estates CDP,20,9,,,20,
4834508,160,48,,,,,,Holland town,1121,463,1102,432,1121,1102
4834532,160,48,,,,,,Holliday city,1758,743,1632,676,1758,1632
4834586,160,48,,,,,,Holly Lake Ranch CDP,2774,1906,,,2774,
4837390,160,48,,,,,,Jardin de San Julian CDP,22,7,,,22,
4837396,160,48,,,,,,Jarrell city,984,356,,,984,
4837468,160,48,,,,,,Jayton city,534,251,513,277,534,513
4840100,160,48,,,,,,La Coma CDP,48,23,,,48,
4840108,160,48,,,,,,LaCoste city,1119,442,1255,466,1119,1255
4840180,160,48,,,,,,Ladonia town,612,325,667,316,612,667
4840475,160,48,,,,,,Lake Colorado City CDP,588,738,,,588,
4840522,160,48,,,,,,Lake Dunlap CDP,1934,817,,,1934,
4841170,160,48,,,,,,La Minita CDP,171,51,,,171,
4841473,160,48,,,,,,Laredo Ranchettes CDP,22,9,1845,611,22,1845
4841475,160,48,,,,,,Laredo Ranchettes West CDP,0,0,,,0,
4841503,160,48,,,,,,La Rosita CDP,85,45,1729,537,85,1729
4842256,160,48,,,,,,Leming CDP,946,349,,,946,
4843462,160,48,,,,,,Loma Linda East CDP,254,78,214,64,254,214
4843463,160,48,,,,,,Loma Linda East CDP,44,15,,,44,
4843465,160,48,,,,,,Loma Linda West CDP,114,23,,,114,
4844110,160,48,,,,,,Los Ebanos CDP,280,83,,,280,
4844120,160,48,,,,,,Los Fresnos CDP,67,30,,,67,
4846056,160,48,,,,,,Magnolia city,1393,593,1111,460,1393,1111
4846260,160,48,,,,,,Malone town,269,129,278,125,269,278
4847016,160,48,,,,,,Matagorda CDP,503,527,,,503,
4848478,160,48,,,,,,Miller's Cove town,149,38,120,33,149,120
4848516,160,48,,,,,,Millican town,240,110,108,49,240,108
4848564,160,48,,,,,,Millsap town,403,167,353,154,403,353
4849359,160,48,,,,,,Morgan Farm CDP,463,187,,,463,
4850232,160,48,,,,,,Myrtle Springs CDP,828,390,,,828,
4850724,160,48,,,,,,Nesbitt town,281,133,302,131,281,302
4850742,160,48,,,,,,Netos CDP,31,12,,,31,
4850760,160,48,,,,,,Nevada city,822,313,563,203,822,563
4851654,160,48,,,,,,Nocona Hills CDP,675,572,,,675,
4852362,160,48,,,,,,Northridge CDP,78,24,,,78,
4853946,160,48,,,,,,Olivia Lopez de Gutierrez CDP,93,25,,,93,
4853964,160,48,,,,,,Olmito CDP,1210,336,1198,322,1210,1198
4853970,160,48,,,,,,Olmito and Olmito CDP,271,81,,,271,
4856864,160,48,,,,,,Perrin CDP,398,179,,,398,
4856996,160,48,,,,,,Petersburg city,1202,506,1262,498,1202,1262
4857044,160,48,,,,,,Petrolia city,686,338,782,338,686,782
4859794,160,48,,,,,,Pueblo East CDP,0,1,,,0,
4859798,160,48,,,,,,Pueblo Nuevo CDP,521,154,,,521,
4861820,160,48,,,,,,Richland town,264,143,291,137,264,291
4861880,160,48,,,,,,Richland Springs town,338,205,350,182,338,350
4864244,160,48,,,,,,St. Paul CDP,584,220,542,209,584,542
4865378,160,48,,,,,,San Fernando CDP,68,20,,,68,
4869380,160,48,,,,,,Spade CDP,73,42,100,49,73,100
4869432,160,48,,,,,,Sparks CDP,4529,1312,2974,793,4529,2974
4870688,160,48,,,,,,Study Butte CDP,233,145,,,233,
4871274,160,48,,,,,,Sunset CDP,47,11,,,47,
4871289,160,48,,,,,,Sunset Acres CDP,23,9,,,23,
4872464,160,48,,,,,,Texhoma city,346,157,371,155,346,371
4874576,160,48,,,,,,Utopia CDP,227,138,241,127,227,241
4874594,160,48,,,,,,Uvalde Estates CDP,2171,724,1972,627,2171,1972
4875752,160,48,,,,,,Volente village,520,296,,,520,
4875764,160,48,,,,,,Von Ormy city,1085,373,,,1085,
4877740,160,48,,,,,,Weston city,563,237,635,249,563,635
4877746,160,48,,,,,,Weston Lakes city,2482,985,,,2482,
4879204,160,48,,,,,,Wildwood CDP,1235,616,,,1235,
4880722,160,48,,,,,,Zapata Ranch CDP,108,40,88,31,108,88
4880724,160,48,,,,,,Zarate CDP,59,19,,,59,
4880728,160,48,,,,,,Zavalla city,713,368,647,340,713,647
4880836,160,48,,,,,,Zuehl CDP,376,177,346,140,376,346
4802286,160,48,,,,,,Amada Acres CDP,92,23,,,92,
4802290,160,48,,,,,,Amargosa CDP,291,95,,,291,
4803288,160,48,,,,,,Angus city,414,178,334,139,414,334
4803300,160,48,,,,,,Anna city,8249,2776,1225,436,8249,1225
4803588,160,48,,,,,,Aquilla city,109,48,136,51,109,136
4805690,160,48,,,,,,Barrera CDP,108,42,,,108,
4805768,160,48,,,,,,Bartonville town,1469,516,1093,391,1469,1093
4805864,160,48,,,,,,Bastrop city,7218,2991,5340,2239,7218,5340
4806242,160,48,,,,,,Bear Creek village,382,142,360,121,382,360
4806272,160,48,,,,,,Beasley city,641,241,590,232,641,590
4809232,160,48,,,,,,Boling CDP,1122,422,,,1122,
4809310,160,48,,,,,,Bonanza Hills CDP,37,14,,,37,
4809448,160,48,,,,,,Booker town,1516,542,1315,541,1516,1315
4810216,160,48,,,,,,Briaroaks city,492,200,493,181,492,493
4810336,160,48,,,,,,Bristol CDP,668,260,,,668,
4811940,160,48,,,,,,Callender Lake CDP,1039,716,,,1039,
4812600,160,48,,,,,,Cape Royale CDP,670,691,,,670,
4812736,160,48,,,,,,Carbon town,272,146,224,120,272,224
4812892,160,48,,,,,,Carlsbad CDP,719,238,,,719,
4812895,160,48,,,,,,Carl's Corner town,173,71,134,58,173,134
4814740,160,48,,,,,,China Spring CDP,1281,490,,,1281,
4814880,160,48,,,,,,Chula Vista CDP,288,74,,,288,
4814881,160,48,,,,,,Chula Vista CDP,3818,1103,,,3818,
4815172,160,48,,,,,,Clarksville City city,865,350,806,337,865,806
4817236,160,48,,,,,,Country Acres CDP,185,72,,,185,
4818104,160,48,,,,,,Cuevitas CDP,40,16,37,16,40,37
4820248,160,48,,,,,,D'Hanis CDP,847,415,,,847,
4820464,160,48,,,,,,Dimmitt city,4393,1667,4375,1692,4393,4375
4821112,160,48,,,,,,Douglassville town,229,108,175,87,229,175
4821958,160,48,,,,,,East Alto Bonito CDP,824,204,,,824,
4823278,160,48,,,,,,El Mesquite CDP,38,15,,,38,
4823356,160,48,,,,,,Elmo CDP,768,319,,,768,
4824228,160,48,,,,,,Enchanted Oaks town,326,272,357,237,326,357
4824240,160,48,,,,,,Encinal city,559,264,629,276,559,629
4824636,160,48,,,,,,Estelline town,145,84,168,93,145,168
4824738,160,48,,,,,,Eugenio Saenz CDP,159,43,,,159,
4826664,160,48,,,,,,Fort Bliss CDP,8591,1525,8264,2309,8591,8264
4827144,160,48,,,,,,Fowlerton CDP,55,41,62,45,55,62
4827748,160,48,,,,,,Fronton Ranchettes CDP,113,32,,,113,
4830116,160,48,,,,,,Gonzales city,7237,2814,7202,2869,7237,7202
4830422,160,48,,,,,,Grand Acres CDP,49,20,203,54,49,203
4830440,160,48,,,,,,Grandfalls town,360,172,391,203,360,391
4830608,160,48,,,,,,Granjeno city,293,95,313,107,293,313
4833578,160,48,,,,,,Hideaway city,3083,1676,,,3083,
4835324,160,48,,,,,,Hull CDP,669,297,,,669,
4835754,160,48,,,,,,Iglesia Antigua CDP,413,114,,,413,
4835966,160,48,,,,,,Indio CDP,50,13,,,50,
4836068,160,48,,,,,,Iola city,401,175,,,401,
4838548,160,48,,,,,,Keene city,6106,2204,5003,1772,6106,5003
4839520,160,48,,,,,,Kirvin town,129,66,122,51,129,122
4840462,160,48,,,,,,Lake Bryan CDP,1728,596,,,1728,
4840468,160,48,,,,,,Lake Cherokee CDP,3071,1782,,,3071,
4840516,160,48,,,,,,Lake Dallas city,7105,2695,6166,2338,7105,6166
4840714,160,48,,,,,,Lakeshore Gardens-Hidden Acres CDP,504,303,720,429,504,720
4840738,160,48,,,,,,Lakeside town,312,188,333,189,312,333
4840744,160,48,,,,,,Lakeside town,1307,568,1040,435,1307,1040
4841050,160,48,,,,,,Lakewood Village city,545,211,342,123,545,342
4841086,160,48,,,,,,La Loma de Falcon CDP,95,37,,,95,
4841092,160,48,,,,,,Lamar CDP,636,607,,,636,
4842016,160,48,,,,,,Leander city,26521,8949,7596,2612,26521,7596
4842874,160,48,,,,,,Lindsay CDP,271,116,394,126,271,394
4842916,160,48,,,,,,Linn CDP,801,282,,,801,
4842952,160,48,,,,,,Lipscomb CDP,37,39,44,35,37,44
4844072,160,48,,,,,,Los Arcos CDP,127,44,,,127,
4844075,160,48,,,,,,Los Arrieros CDP,91,26,,,91,
4844076,160,48,,,,,,Los Barreras CDP,288,94,,,288,
4844078,160,48,,,,,,Los Centenarios CDP,87,24,,,87,
4844079,160,48,,,,,,Los Corralitos CDP,35,8,,,35,
4844116,160,48,,,,,,Los Fresnos city,5542,1702,4512,1480,5542,4512
4844167,160,48,,,,,,Los Veteranos I CDP,24,8,,,24,
4844168,160,48,,,,,,Los Veteranos II CDP,24,20,930,286,24,930
4846854,160,48,,,,,,Martinez CDP,69,20,,,69,
4847040,160,48,,,,,,Mathis city,4942,1838,5034,1715,4942,5034
4847460,160,48,,,,,,Megargel town,203,133,248,132,203,248
4847496,160,48,,,,,,Melissa city,4695,1614,1350,501,4695,1350
4847820,160,48,,,,,,Mertens town,125,64,146,65,125,146
4847898,160,48,,,,,,Mesquite CDP,505,145,,,505,
4849300,160,48,,,,,,Moraida CDP,212,55,,,212,
4849600,160,48,,,,,,Mountain City city,648,229,671,218,648,671
4849692,160,48,,,,,,Mount Calm city,320,144,310,138,320,310
4849992,160,48,,,,,,Mullin town,179,89,175,84,179,175
4850092,160,48,,,,,,Murillo CDP,7344,1942,,,7344,
4851552,160,48,,,,,,Nina CDP,141,41,,,141,
4851708,160,48,,,,,,Nolanville city,4259,1598,2150,907,4259,2150
4852068,160,48,,,,,,North Escobares CDP,118,42,1692,505,118,1692
4852212,160,48,,,,,,Northlake town,1724,989,921,366,1724,921
4852302,160,48,,,,,,North Pearsall CDP,614,208,561,176,614,561
4852992,160,48,,,,,,Oakhurst CDP,233,102,230,115,233,230
4853004,160,48,,,,,,Oak Island CDP,363,171,,,363,
4854558,160,48,,,,,,Pablo Pena CDP,63,21,,,63,
4854666,160,48,,,,,,Paisano Park CDP,130,36,,,130,
4854876,160,48,,,,,,Palo Pinto CDP,333,136,,,333,
4856252,160,48,,,,,,Pawnee CDP,166,77,201,93,166,201
4858232,160,48,,,,,,Pleasant Hill CDP,522,205,,,522,
4858280,160,48,,,,,,Pleasanton city,8934,3578,8266,3212,8934,8266
4858850,160,48,,,,,,Porter Heights CDP,1653,601,1490,561,1653,1490
4859156,160,48,,,,,,Powderly CDP,1178,526,,,1178,
4860380,160,48,,,,,,Ramireno CDP,35,29,,,35,
4860408,160,48,,,,,,Ramirez-Perez CDP,78,25,,,78,
4860422,160,48,,,,,,Ramos CDP,116,36,,,116,
4860478,160,48,,,,,,Ranchitos Del Norte CDP,112,33,,,112,
4860480,160,48,,,,,,Ranchitos East CDP,212,59,,,212,
4860644,160,48,,,,,,Rangerville village,289,82,203,66,289,203
4860668,160,48,,,,,,Rankin city,778,341,800,374,778,800
4860672,160,48,,,,,,Ransom Canyon town,1096,477,1011,412,1096,1011
4861076,160,48,,,,,,Redford CDP,90,77,132,74,90,132
4861124,160,48,,,,,,Redland CDP,1047,455,,,1047,
4862804,160,48,,,,,,Rockport city,8766,5921,7385,4533,8766,7385
4863140,160,48,,,,,,Ropesville city,434,173,517,185,434,517
4863380,160,48,,,,,,Ross city,283,114,228,93,283,228
4863476,160,48,,,,,,Round Mountain town,181,109,111,46,181,111
4865210,160,48,,,,,,Sandoval CDP,32,11,,,32,
4865240,160,48,,,,,,Sand Springs CDP,835,376,,,835,
4865612,160,48,,,,,,San Patricio city,395,162,318,124,395,318
4865620,160,48,,,,,,San Pedro CDP,530,154,668,191,530,668
4865708,160,48,,,,,,Santa Cruz CDP,54,23,630,179,54,630
4865756,160,48,,,,,,Santa Monica CDP,83,35,78,33,83,78
4865774,160,48,,,,,,Santa Rosa CDP,241,92,,,241,
4867554,160,48,,,,,,Sherwood Shores CDP,1190,985,,,1190,
4867964,160,48,,,,,,Simonton city,814,337,718,282,814,718
4870580,160,48,,,,,,Strawn city,653,344,739,354,653,739
4871228,160,48,,,,,,Sunrise Beach Village city,713,901,704,776,713,704
4872950,160,48,,,,,,Tierra Dorada CDP,28,7,,,28,
4872954,160,48,,,,,,Tierra Verde CDP,277,84,,,277,
4872992,160,48,,,,,,Tilden CDP,261,139,,,261,
4873057,160,48,,,,,,Timberwood Park CDP,13447,4651,5889,2065,13447,5889
4873376,160,48,,,,,,Tornillo CDP,1568,443,1609,437,1568,1609
4875432,160,48,,,,,,Victoria Vera CDP,110,25,,,110,
4875617,160,48,,,,,,Villarreal CDP,131,39,,,131,
4875626,160,48,,,,,,Villa Verde CDP,874,232,891,228,874,891
4876564,160,48,,,,,,Warren CDP,757,331,,,757,
4877044,160,48,,,,,,Weinert city,172,92,177,101,172,177
4877080,160,48,,,,,,Welch CDP,222,102,,,222,
4879192,160,48,,,,,,Wild Peach Village CDP,2452,994,2498,989,2452,2498
4879684,160,48,,,,,,Windom town,199,112,245,111,199,245
4879919,160,48,,,,,,Wixon Valley city,254,101,235,88,254,235
4802194,160,48,,,,,,Alto Bonito Heights CDP,342,96,,,342,
4807144,160,48,,,,,,Bedias city,443,228,,,443,
4812562,160,48,,,,,,Canyon Creek CDP,916,505,,,916,
4817200,160,48,,,,,,Cottonwood city,185,71,181,69,185,181
4823062,160,48,,,,,,Elias-Fela Solis CDP,30,9,,,30,
4824558,160,48,,,,,,Escobar I CDP,324,81,,,324,
4826220,160,48,,,,,,Flowella CDP,118,54,134,56,118,134
4829912,160,48,,,,,,Glidden CDP,661,245,,,661,
4835954,160,48,,,,,,Indian Springs CDP,785,499,,,785,
4838168,160,48,,,,,,Juarez CDP,1017,290,,,1017,
4844062,160,48,,,,,,Los Angeles CDP,121,35,,,121,
4847676,160,48,,,,,,Mentone CDP,19,16,,,19,
4854509,160,48,,,,,,Owl Ranch CDP,225,84,,,225,
4857932,160,48,,,,,,Placedo CDP,692,261,,,692,
4858952,160,48,,,,,,Port O'Connor CDP,1253,1723,,,1253,
4860290,160,48,,,,,,Rafael Pena CDP,17,8,,,17,
4861040,160,48,,,,,,Redfield CDP,441,206,,,441,
4863332,160,48,,,,,,Rosharon CDP,1152,427,,,1152,
4863350,160,48,,,,,,Rosita CDP,2704,846,,,2704,
4865678,160,48,,,,,,Santa Anna CDP,13,10,,,13,
4872948,160,48,,,,,,Tierra Bonita CDP,141,35,160,41,141,160
4873562,160,48,,,,,,Travis Ranch CDP,2556,830,,,2556,
4876924,160,48,,,,,,Webberville village,392,125,,,392,
4801816,160,48,,,,,,Alfred CDP,91,41,,,91,
4811102,160,48,,,,,,Buena Vista CDP,102,25,,,102,
4814266,160,48,,,,,,Chaparrito CDP,114,39,,,114,
4814290,160,48,,,,,,Chapeno CDP,47,21,,,47,
4819732,160,48,,,,,,Delmita CDP,216,98,,,216,
4819808,160,48,,,,,,Del Sol CDP,239,89,,,239,
4822840,160,48,,,,,,Elbert CDP,30,17,56,32,30,56
4822853,160,48,,,,,,El Brazil CDP,47,20,,,47,
4822892,160,48,,,,,,El Castillo CDP,188,53,,,188,
4822898,160,48,,,,,,El Cenizo CDP,249,71,,,249,
4822920,160,48,,,,,,El Chaparral CDP,464,136,,,464,
4825744,160,48,,,,,,Fernando Salinas CDP,15,7,,,15,
4829114,160,48,,,,,,Garza-Salinas II CDP,719,200,,,719,
4834856,160,48,,,,,,Hornsby Bend CDP,6791,1980,,,6791,
4837665,160,48,,,,,,JF Villarreal CDP,104,30,,,104,
4840186,160,48,,,,,,La Escondida CDP,153,48,,,153,
4840188,160,48,,,,,,La Esperanza CDP,229,68,,,229,
4840270,160,48,,,,,,Lago Vista CDP,115,40,,,115,
4841565,160,48,,,,,,Las Haciendas CDP,7,2,,,7,
4841579,160,48,,,,,,Las Palmas CDP,67,40,,,67,
4841580,160,48,,,,,,Las Palmas II CDP,1605,379,,,1605,
4841583,160,48,,,,,,Las Quintas Fronterizas CDP,3290,976,,,3290,
4843822,160,48,,,,,,Longoria CDP,92,20,,,92,
4843948,160,48,,,,,,Loop CDP,225,99,,,225,
4846492,160,48,,,,,,Manuel Garcia CDP,203,62,,,203,
4846494,160,48,,,,,,Manuel Garcia II CDP,77,26,,,77,
4848750,160,48,,,,,,Mi Ranchito Estate CDP,281,83,,,281,
4854186,160,48,,,,,,Orason CDP,129,42,,,129,
4857056,160,48,,,,,,Petronila city,113,48,83,40,113,83
4857566,160,48,,,,,,Pine Harbor CDP,810,546,,,810,
4860020,160,48,,,,,,Quail CDP,19,16,33,16,19,33
4860026,160,48,,,,,,Quail Creek CDP,1628,590,,,1628,
4860098,160,48,,,,,,Quesada CDP,25,6,,,25,
4862292,160,48,,,,,,Rivera CDP,162,39,,,162,
4864322,160,48,,,,,,Salineño North CDP,115,56,,,115,
4864442,160,48,,,,,,Sammy Martinez CDP,110,34,,,110,
4864448,160,48,,,,,,Samnorwood CDP,51,23,39,20,51,39
4864460,160,48,,,,,,Sam Rayburn CDP,1181,942,,,1181,
4866536,160,48,,,,,,Seco Mines CDP,560,178,,,560,
4869560,160,48,,,,,,Spofford city,95,46,75,38,95,75
4869708,160,48,,,,,,Spring Gardens CDP,563,158,,,563,
4869830,160,48,,,,,,Spring Valley Village city,3715,1429,,,3715,
4872758,160,48,,,,,,Thompsonville CDP,46,20,,,46,
4874667,160,48,,,,,,Valle Hermoso CDP,0,0,,,0,
4874668,160,48,,,,,,Valle Verde CDP,0,0,,,0,
4874670,160,48,,,,,,Valle Vista CDP,469,126,,,469,
4878040,160,48,,,,,,Westwood Shores CDP,1162,761,,,1162,
4878076,160,48,,,,,,Westworth Village city,2472,1142,,,2472,
4801514,160,48,,,,,,Airport Road Addition CDP,93,42,132,45,93,132
4832300,160,48,,,,,,Hargill CDP,877,284,,,877,
4841542,160,48,,,,,,Lasana CDP,84,25,135,50,84,135
4843474,160,48,,,,,,Loma Vista CDP,160,47,,,160,
4846308,160,48,,,,,,Manchaca CDP,1133,483,,,1133,
4859984,160,48,,,,,,Putnam town,94,43,88,56,94,88
4864316,160,48,,,,,,Salineño CDP,201,86,304,129,201,304
4874648,160,48,,,,,,Valentine town,134,82,187,138,134,187
4802044,160,48,,,,,,Alma town,331,127,302,114,331,302
4805520,160,48,,,,,,B and E CDP,518,116,,,518,
4808908,160,48,,,,,,Bluetown CDP,356,123,,,356,
4811380,160,48,,,,,,Burke city,737,289,315,138,737,315
4817024,160,48,,,,,,Corral City town,27,13,89,31,27,89
4826130,160,48,,,,,,Flor del Rio CDP,122,32,,,122,
4829612,160,48,,,,,,Girard CDP,50,25,62,28,50,62
4834865,160,48,,,,,,Horseshoe Bend CDP,789,519,,,789,
4835072,160,48,,,,,,Howardwick city,402,380,437,430,402,437
4840312,160,48,,,,,,Laguna Park CDP,1276,985,,,1276,
4840320,160,48,,,,,,Laguna Seca CDP,266,72,251,75,266,251
4841660,160,48,,,,,,La Tina Ranch CDP,618,182,,,618,
4844038,160,48,,,,,,Los Altos CDP,140,40,,,140,
4846668,160,48,,,,,,Marietta town,134,73,112,75,134,112
4848852,160,48,,,,,,Mobeetie city,101,73,107,68,101,107
4848858,160,48,,,,,,Mobile City city,188,59,196,60,188,196
4849032,160,48,,,,,,Montague CDP,304,135,,,304,
4851036,160,48,,,,,,New Hope town,614,259,662,243,614,662
4860164,160,48,,,,,,Quintana town,56,39,38,41,56,38
4860176,160,48,,,,,,Quitaque city,411,248,432,252,411,432
4860278,160,48,,,,,,Radar Base CDP,762,61,162,64,762,162
4862318,160,48,,,,,,Rivereno CDP,61,21,,,61,
4862468,160,48,,,,,,Riviera CDP,689,290,,,689,
4865049,160,48,,,,,,San Carlos I CDP,316,88,,,316,
4865050,160,48,,,,,,San Carlos II CDP,261,69,,,261,
4865066,160,48,,,,,,Sanctuary town,329,140,256,111,329,256
4867010,160,48,,,,,,Shadybrook CDP,1967,934,,,1967,
4870052,160,48,,,,,,Staples city,267,121,,,267,
4801108,160,48,,,,,,Ackerly city,220,83,245,96,220,245
4801324,160,48,,,,,,Adrian city,166,110,159,82,166,159
4801390,160,48,,,,,,Agua Dulce CDP,3014,775,738,233,3014,738
4804600,160,48,,,,,,Aubrey city,2595,1017,1500,597,2595,1500
4804672,160,48,,,,,,Aurora city,1220,477,853,332,1220,853
4808224,160,48,,,,,,Big Sandy town,1343,648,1288,595,1343,1288
4808240,160,48,,,,,,Big Thicket Lake Estates CDP,742,472,,,742,
4810852,160,48,,,,,,Brundage CDP,27,14,31,14,27,31
4810876,160,48,,,,,,Bruni CDP,379,174,412,176,379,412
4813324,160,48,,,,,,Catarina CDP,118,74,135,77,118,135
4813570,160,48,,,,,,Cedar Point CDP,630,644,,,630,
4816204,160,48,,,,,,Combes town,2895,1133,2553,1039,2895,2553
4816216,160,48,,,,,,Combine city,1942,712,1788,622,1942,1788
4819420,160,48,,,,,,Dawson town,807,420,852,408,807,852
4819435,160,48,,,,,,Dayton Lakes city,93,59,101,78,93,101
4819456,160,48,,,,,,Dean city,493,208,341,136,493,341
4822593,160,48,,,,,,Edgewater Estates CDP,72,35,,,72,
4822612,160,48,,,,,,Edgewood town,1441,648,1348,599,1441,1348
4825344,160,48,,,,,,Falcon Heights CDP,53,40,335,152,53,335
4825348,160,48,,,,,,Falcon Lake Estates CDP,1036,484,830,514,1036,830
4825352,160,48,,,,,,Falcon Mesa CDP,405,392,506,546,405,506
4825356,160,48,,,,,,Falcon Village CDP,47,41,78,54,47,78
4828128,160,48,,,,,,Garceno CDP,420,121,1438,420,420,1438
4828152,160,48,,,,,,Garciasville CDP,46,16,,,46,
4828176,160,48,,,,,,Garden City CDP,334,135,,,334,
4828200,160,48,,,,,,Gardendale CDP,1574,657,1197,519,1574,1197
4831484,160,48,,,,,,Guerra CDP,6,6,8,12,6,8
4831616,160,48,,,,,,Gunter city,1498,493,1230,345,1498,1230
4831628,160,48,,,,,,Gustine town,476,215,457,215,476,457
4834136,160,48,,,,,,Hilltop Lakes CDP,1101,640,,,1101,
4834148,160,48,,,,,,Hilshire Village city,746,298,720,292,746,720
4834478,160,48,,,,,,Holiday Beach CDP,514,678,,,514,
4837252,160,48,,,,,,Jamaica Beach city,983,1174,1075,1078,983,1075
4839994,160,48,,,,,,La Carla CDP,70,20,,,70,
4840000,160,48,,,,,,La Casita CDP,128,37,,,128,
4840018,160,48,,,,,,La Chuparosa CDP,49,15,,,49,
4841449,160,48,,,,,,La Presa CDP,319,151,508,178,319,508
4841452,160,48,,,,,,La Pryor CDP,1643,617,1491,571,1643,1491
4841458,160,48,,,,,,La Puerta CDP,632,179,1636,459,632,1636
4843354,160,48,,,,,,Log Cabin city,714,446,733,548,714,733
4843432,160,48,,,,,,Lolita CDP,555,229,548,234,555,548
4843458,160,48,,,,,,Loma Grande CDP,107,35,,,107,
4843460,160,48,,,,,,Loma Linda CDP,122,46,,,122,
4845780,160,48,,,,,,McLean town,778,421,830,459,778,830
4845804,160,48,,,,,,McLendon-Chisholm city,1373,475,914,308,1373,914
4848336,160,48,,,,,,Milano city,428,185,400,192,428,400
4848372,160,48,,,,,,Mildred town,368,151,405,147,368,405
4848396,160,48,,,,,,Miles city,829,343,850,361,829,850
